nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
3	1.55781	1.11420	3.00300	0.00000	1.84701	3.77314	3.23328	2.53690	0.31727	0.34308	0.06508	0.42897	0.01038	0.01038	0.00052	0.00059	15.05081	0.59060	498.31761	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
3	1.01128	217.21667	2.24617	0.00000	1.84701	2.83043	4.82511	6.04386	0.45885	0.39403	0.07879	0.42897	0.34884	0.34884	0.00589	0.01973	0.01331	0.95732	81.08918	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
3	0.66703	368.58585	0.11099	0.00000	1.84701	4.68400	2.09154	1.92683	0.56453	0.36302	0.06180	0.42897	0.49628	0.49628	0.01889	0.02807	0.00658	0.77998	64.39086	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
4	2.32426	0.53435	10.21005	0.00000	1.95721	5.13367	0.75110	0.94126	0.05838	0.06818	0.04320	0.86285	0.00636	0.00636	0.00014	0.00036	40.09401	0.00689	689.90974	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
4	1.05367	8.72365	0.84736	0.00000	1.95721	4.96774	3.79634	5.06281	0.20243	0.56334	0.09817	0.86285	0.04091	0.04091	0.00201	0.00231	0.96809	0.11019	260.90064	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
4	1.25334	25.32490	2.88098	0.00000	1.95721	3.50669	5.99253	4.93961	0.12271	0.24469	0.08927	0.86285	0.08325	0.08325	0.00180	0.00471	0.23377	0.93067	187.29867	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
4	1.56073	98.75453	2.82183	0.00000	1.95721	1.85184	1.80037	2.50180	0.59593	0.26403	0.01481	0.86285	0.20625	0.20625	0.00616	0.01166	0.03809	0.86709	98.03038	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
4	0.89448	212.24051	0.60805	0.00000	1.95721	4.58545	0.08627	2.86654	0.77203	0.54930	0.00649	0.86285	0.34349	0.34349	0.01913	0.01943	0.01373	0.23622	65.83542	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
5	2.64425	1.90631	15.45924	0.00000	1.59665	2.99127	5.45630	2.37813	0.40439	0.52143	0.09673	8.27091	0.01484	0.01484	0.00003	0.00084	7.35508	0.00000	402.66179	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
5	2.92881	103.08131	18.24955	0.00000	1.59665	2.25659	3.23164	1.51244	0.36435	0.32795	0.06969	8.27091	0.21224	0.21224	0.00049	0.01200	0.03597	0.99917	108.22901	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
6	0.53967	129.27361	0.14236	0.00000	2.06294	1.97544	4.38668	3.35353	0.15280	0.44012	0.05191	2.83636	0.24681	0.24681	0.00674	0.01396	0.02660	0.01325	107.83478	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
7	1.99344	5.32043	12.82673	0.00000	2.18420	1.07899	5.14009	3.13003	0.66943	0.13404	0.05854	6.00729	0.02942	0.02942	0.00110	0.00166	1.87176	0.03848	246.85035	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
7	1.47055	21.33373	6.46922	0.00000	2.18420	1.11784	0.81225	4.30473	0.42712	0.56290	0.08420	6.00729	0.07426	0.07426	0.00277	0.00420	0.29383	0.78930	178.27603	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
7	1.34824	104.55230	2.54385	0.00000	2.18420	0.95815	0.18976	1.49151	0.13310	0.30012	0.05711	6.00729	0.21425	0.21425	0.00706	0.01212	0.03530	0.02456	116.40720	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
9	1.02865	13.32672	1.13287	0.00000	3.05061	1.10962	3.00027	2.82383	0.63130	0.43769	0.09095	263.18546	0.05426	0.05426	0.00307	0.00307	0.55024	0.33870	186.79216	89	0.14900	0.12000	3000.00000	17.68146	M	293.03377	-11.33260	27.25649	-14.10785	
0	0.90425	3.18878	1.00030	0.00000	0.76538	1.63491	3.91741	0.13040	0.07497	0.41761	0.09007	0.65379	0.04094	0.04094	0.00181	0.00216	335.44579	0.63963	1168.14905	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
0	1.18452	53.21669	1.82542	0.00000	0.76538	3.21360	5.79834	4.02774	0.59788	0.10263	0.05948	0.65379	0.26735	0.26735	0.01357	0.01410	7.86546	0.46535	371.16960	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
1	1.65689	107.28734	5.71221	0.00000	1.15613	0.82930	6.10124	2.85052	0.06232	0.58649	0.02831	180.54019	0.42666	0.42666	0.02045	0.02250	3.08833	0.13792	363.07622	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
2	1.21308	1.39738	1.78795	0.00000	2.00352	1.95079	5.70957	3.86602	0.79156	0.08423	0.00227	0.81167	0.02362	0.02362	0.00123	0.00125	1007.78754	0.38947	1059.59777	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
2	1.98400	17.96923	8.64896	0.00000	2.00352	4.55973	4.38357	2.88437	0.61711	0.39042	0.09631	0.81167	0.12964	0.12964	0.00447	0.00684	33.45147	0.03655	526.53475	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
2	0.74015	80.99584	0.24923	0.00000	2.00352	5.45670	5.12752	1.48348	0.51131	0.01892	0.07653	0.81167	0.35375	0.35375	0.01784	0.01865	4.49267	0.18586	338.79622	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
2	2.67410	128.97575	6.20634	0.00000	2.00352	3.51547	4.43891	2.79257	0.01241	0.10958	0.02188	0.81167	0.48238	0.48238	0.01718	0.02544	2.41608	0.04091	345.91980	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
3	0.56823	35.08696	0.13377	0.00000	1.52823	0.66014	3.98901	4.21885	0.43516	0.56815	0.02484	1.07300	0.20253	0.20253	0.00373	0.01068	13.70651	0.00474	464.26671	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
3	2.30464	152.60073	10.86556	0.00000	1.52823	4.28512	6.13905	5.71027	0.52473	0.26875	0.08194	1.07300	0.53962	0.53962	0.02146	0.02846	1.93069	0.71807	272.40686	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
4	2.10751	42.34640	3.93242	0.00000	2.63631	5.03148	5.08806	1.66760	0.30858	0.02537	0.07467	7.41246	0.22958	0.22958	0.01181	0.01211	10.66676	0.21592	458.66681	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
4	1.26794	449.08099	2.02490	0.00000	2.63631	1.96365	0.53798	5.99905	0.28567	0.43835	0.01638	7.41246	1.10816	1.10816	0.05800	0.05844	0.45781	0.25988	210.47502	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
5	13.77136	5.14270	1422.11244	0.00000	2.72599	3.11372	4.43914	6.00184	0.63189	0.28123	0.00068	2.59506	0.05630	0.05630	0.00279	0.00297	177.36432	0.50886	791.15989	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
6	0.71515	17.46368	0.41860	0.00000	1.78149	0.49742	4.67787	6.16408	0.72548	0.02210	0.01859	0.99888	0.12720	0.12720	0.00172	0.00671	34.74885	0.96822	489.14085	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
6	1.08751	97.82105	2.39038	0.00000	1.78149	0.86416	4.82324	3.27377	0.14654	0.20775	0.05250	0.99888	0.40118	0.40118	0.00666	0.02116	3.49310	0.00345	365.72341	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
7	1.63909	1.12279	6.60480	0.00000	1.90326	0.58934	4.95368	0.75810	0.58420	0.25181	0.07542	130.08462	0.02041	0.02041	0.00093	0.00108	1349.14586	0.61649	1354.52909	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
7	0.67225	19.62908	0.20254	0.00000	1.90326	4.46901	6.03859	2.32803	0.20503	0.30983	0.04766	130.08462	0.13750	0.13750	0.00411	0.00725	29.73410	0.02241	613.69876	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
7	1.97341	53.80532	9.79517	0.00000	1.90326	2.79945	0.84204	2.89577	0.19018	0.02594	0.06175	130.08462	0.26932	0.26932	0.01204	0.01420	7.75094	0.62968	440.54438	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
8	0.52111	0.82333	0.07032	0.00000	1.89564	3.68431	5.62514	1.31397	0.76483	0.31902	0.08225	157.25465	0.01660	0.01660	0.00071	0.00088	2040.27747	0.08414	1302.62823	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
8	1.29780	3.73114	1.90274	0.00000	1.89564	0.89174	5.30993	3.84661	0.58516	0.08041	0.00323	157.25465	0.04546	0.04546	0.00232	0.00240	272.06118	0.20282	907.17144	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
8	0.61929	160.69095	0.28817	0.00000	1.89564	0.98896	2.00627	0.81217	0.35121	0.48278	0.08070	157.25465	0.55853	0.55853	0.02809	0.02945	1.80219	0.18236	289.42128	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
9	1.84081	2.07180	3.54503	0.00000	0.31430	1.45087	1.37803	1.17962	0.52388	0.28888	0.09779	0.88182	0.03071	0.03071	0.00160	0.00162	596.10707	0.23772	1142.38684	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
9	1.25167	6.09577	1.33734	0.00000	0.31430	5.83168	3.12054	3.78207	0.42162	0.10039	0.01176	0.88182	0.06306	0.06306	0.00327	0.00333	141.38917	0.23371	836.97405	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
9	1.43531	256.92184	2.11067	0.00000	0.31430	0.06741	2.06844	1.62479	0.19835	0.28768	0.02482	0.88182	0.76369	0.76369	0.03974	0.04027	0.96395	0.40351	260.95380	90	0.87600	0.90000	5340.00000	18.96364	G	349.86099	79.00352	118.46369	16.93826	
0	2.25795	60.67294	4.18489	0.00000	0.93710	0.31376	1.31896	4.56424	0.77757	0.18081	0.02572	1.06030	0.19288	0.19288	0.00967	0.01019	0.22880	0.49102	132.19567	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
0	0.75350	117.65109	0.19838	0.00000	0.93710	4.02040	4.79669	4.56614	0.75831	0.38098	0.08717	1.06030	0.29993	0.29993	0.01582	0.01584	0.09462	0.29376	108.23423	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
0	0.94496	284.45434	0.70306	0.00000	0.93710	0.45571	4.73403	1.92684	0.16682	0.31293	0.00961	1.06030	0.54030	0.54030	0.02725	0.02854	0.02916	0.18388	109.88270	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
0	3.53034	459.24699	11.56315	0.00000	0.93710	2.51430	1.23619	1.25024	0.29639	0.57547	0.05642	1.06030	0.74358	0.74358	0.03422	0.03928	0.01540	0.11202	89.79111	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	3.03390	0.81525	4.73949	0.00000	1.74327	0.39273	1.32390	2.92089	0.64191	0.00940	0.07494	0.12096	0.01090	0.01090	0.00027	0.00058	71.62420	0.89205	626.34871	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	0.66053	2.21817	0.13657	0.00000	1.74327	5.28356	6.01629	1.93763	0.56988	0.42213	0.02474	0.12096	0.02125	0.02125	0.00022	0.00112	18.85613	0.00083	469.69330	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	1.36715	19.45982	12.30552	0.00000	1.74327	4.88161	0.62385	5.68413	0.52295	0.07869	0.06592	0.12096	0.09038	0.09038	0.00477	0.00477	1.04215	0.30619	233.70930	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	1.43725	38.85745	1.54632	0.00000	1.74327	0.40978	2.74512	0.35565	0.75646	0.44466	0.04792	0.12096	0.14331	0.14331	0.00756	0.00757	0.41446	0.29846	156.87946	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	0.51645	70.93570	0.10215	0.00000	1.74327	5.86450	2.28880	4.63958	0.01368	0.36986	0.06220	0.12096	0.21406	0.21406	0.00911	0.01131	0.18576	0.07979	182.09524	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	2.11372	115.08467	5.36760	0.00000	1.74327	0.93573	2.33564	1.51132	0.44604	0.53620	0.06596	0.12096	0.29556	0.29556	0.01201	0.01561	0.09744	0.70512	134.15679	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
1	3.36302	257.43183	16.11403	0.00000	1.74327	4.78967	4.16179	0.71435	0.00990	0.21390	0.07527	0.12096	0.50552	0.50552	0.00628	0.02670	0.03331	0.97339	118.60807	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
2	1.21143	1.01380	1.42320	0.00000	2.75484	1.25034	3.90132	1.97192	0.44618	0.05097	0.09602	4.99257	0.01261	0.01261	0.00066	0.00067	53.56055	0.39708	649.54295	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
2	0.71608	3.53707	0.24411	0.00000	2.75484	0.31986	5.25329	6.07796	0.02718	0.37068	0.05786	4.99257	0.02900	0.02900	0.00143	0.00153	10.12173	0.51678	493.03239	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
2	1.32065	27.37828	2.65160	0.00000	2.75484	6.15762	2.38634	4.59282	0.08528	0.46923	0.09559	4.99257	0.11347	0.11347	0.00582	0.00599	0.66106	0.20675	245.43439	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
2	2.88323	105.00408	7.32656	0.00000	2.75484	2.24211	2.44912	4.99057	0.74101	0.12543	0.09774	4.99257	0.27803	0.27803	0.01378	0.01469	0.11011	0.16484	114.37631	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
2	3.67833	176.64183	7.79694	0.00000	2.75484	1.88004	5.67318	5.23728	0.62990	0.36561	0.04022	4.99257	0.39327	0.39327	0.01925	0.02077	0.05504	0.52897	105.14691	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
2	1.61909	322.67881	4.36214	0.00000	2.75484	6.07733	6.17726	2.99789	0.00210	0.06177	0.00347	4.99257	0.58768	0.58768	0.03091	0.03104	0.02465	0.27310	110.22084	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
3	0.71467	64.66058	0.21555	0.00000	2.52111	5.33419	0.74941	3.63690	0.22344	0.30288	0.01802	134.72267	0.20124	0.20124	0.00887	0.01063	0.21018	0.64334	176.90739	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
3	1.83338	124.76111	3.69518	0.00000	2.52111	0.16775	4.27259	1.46974	0.65894	0.37224	0.00462	134.72267	0.31190	0.31190	0.01572	0.01647	0.08750	0.48236	115.68108	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
4	0.83406	5.44454	0.81293	0.00000	1.96517	0.27330	2.63693	5.19421	0.25503	0.34430	0.09201	0.11997	0.03866	0.03866	0.00079	0.00204	5.69506	0.00644	399.45129	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
4	0.88838	28.91202	0.86512	0.00000	1.96517	5.97545	1.89840	2.64296	0.48999	0.57339	0.08737	0.11997	0.11767	0.11767	0.00258	0.00622	0.61472	0.91794	208.26519	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
4	1.13563	160.08070	1.10961	0.00000	1.96517	1.06019	1.66952	1.01302	0.38191	0.07870	0.04949	0.11997	0.36829	0.36829	0.01775	0.01945	0.06276	0.14079	123.51844	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
4	2.74041	303.87046	25.43199	0.00000	1.96517	1.63813	4.97045	3.85878	0.59898	0.55981	0.02675	0.11997	0.56462	0.56462	0.02551	0.02982	0.02670	0.10309	89.53183	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
5	0.95211	4.47355	2.34131	0.00000	1.34698	3.86116	5.84942	5.44681	0.05173	0.01299	0.03282	0.82046	0.03392	0.03392	0.00065	0.00179	7.40022	0.93674	453.00012	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
5	0.55180	86.58093	0.19032	0.00000	1.34698	2.87347	0.24550	3.90383	0.58440	0.13959	0.05162	0.82046	0.24448	0.24448	0.00731	0.01291	0.14241	0.84679	137.28124	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
5	0.86883	116.40509	0.52588	0.00000	1.34698	3.09169	5.50363	1.48436	0.57634	0.02002	0.06483	0.82046	0.29781	0.29781	0.01219	0.01573	0.09597	0.06839	124.98178	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
5	0.79669	156.10080	1.13287	0.00000	1.34698	1.75142	6.08615	1.40849	0.35562	0.42643	0.08502	0.82046	0.36216	0.36216	0.00781	0.01913	0.06490	0.00776	125.86350	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
8	1.27970	2.33409	2.76391	0.00000	1.37320	2.81549	6.26094	5.78867	0.21512	0.41388	0.02640	2.25473	0.02198	0.02198	0.00102	0.00116	17.61806	0.59868	536.71514	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
8	1.09763	25.63091	0.60805	0.00000	1.37320	1.27907	3.67084	3.20205	0.23367	0.12543	0.05877	2.25473	0.10859	0.10859	0.00481	0.00574	0.72182	0.09428	240.02941	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
8	2.23096	39.35648	7.02884	0.00000	1.37320	4.15120	5.15990	2.76228	0.44262	0.36161	0.07900	2.25473	0.14453	0.14453	0.00158	0.00763	0.40747	0.00096	192.13883	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
8	2.08106	322.69480	6.20634	0.00000	1.37320	0.91730	3.80208	1.42840	0.26709	0.14803	0.06068	2.25473	0.58770	0.58770	0.01626	0.03104	0.02464	0.86910	102.03452	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
9	1.58994	0.55697	7.63688	0.00000	1.72722	4.62129	2.18062	4.03959	0.28915	0.14144	0.06939	0.25799	0.00846	0.00846	0.00045	0.00045	119.03312	0.35001	844.14211	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
9	0.93747	0.87717	0.74820	0.00000	1.72722	0.24489	4.38004	2.33452	0.16252	0.22161	0.02607	0.25799	0.01145	0.01145	0.00055	0.00060	64.96295	0.13936	755.90003	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
9	0.59916	4.42473	0.13943	0.00000	1.72722	2.70437	5.37221	4.01868	0.43287	0.17163	0.01134	0.25799	0.03367	0.03367	0.00178	0.00178	7.50927	0.30176	399.82901	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
9	2.17265	24.41989	6.88456	0.00000	1.72722	3.40673	0.55745	0.75303	0.37918	0.05768	0.08644	0.25799	0.10515	0.10515	0.00166	0.00555	0.76994	0.00292	231.42452	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
9	0.64576	108.49100	0.22006	0.00000	1.72722	1.55903	6.12855	6.01057	0.73629	0.56822	0.09713	0.25799	0.28416	0.28416	0.01369	0.01501	0.10542	0.55002	113.64863	91	0.29100	0.26000	3250.00000	18.93219	M	349.85195	79.00106	118.46107	16.93660	
0	2.58119	3.77266	4.54690	0.00000	0.27386	0.55670	4.30789	4.55699	0.39191	0.24577	0.08704	9.61040	0.03862	0.03862	0.00206	0.00208	36.04340	0.24978	602.21470	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
0	0.69283	112.23266	0.15791	0.00000	0.27386	2.43739	3.21035	4.68238	0.07022	0.58316	0.01388	9.61040	0.37084	0.37084	0.01920	0.01994	0.39102	0.19488	216.12129	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
0	0.58120	155.28170	0.20254	0.00000	0.27386	6.25274	0.83696	0.66919	0.41469	0.55608	0.07130	9.61040	0.46045	0.46045	0.02384	0.02476	0.25363	0.19503	172.76220	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
1	1.74900	15.53229	2.59716	0.00000	2.16010	1.04356	2.65153	4.94433	0.11957	0.43135	0.09585	0.92899	0.09922	0.09922	0.00317	0.00534	5.46229	0.02635	412.16524	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
1	0.91663	65.71986	0.68863	0.00000	2.16010	5.56457	4.68194	0.02316	0.04184	0.39583	0.07656	0.92899	0.25956	0.25956	0.00776	0.01396	0.79817	0.85228	260.27776	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
1	0.97094	232.96162	0.63380	0.00000	2.16010	0.65683	1.67880	0.40622	0.68091	0.19249	0.00770	0.92899	0.60343	0.60343	0.02239	0.03245	0.14768	0.04419	129.67636	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
2	0.71988	13.39997	0.23910	0.00000	1.93913	3.17769	0.82988	0.77424	0.43565	0.16241	0.03109	210.30189	0.08992	0.08992	0.00175	0.00483	6.65096	0.00529	387.40156	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
3	0.91366	69.32599	0.77989	0.00000	1.45497	4.65024	5.48107	0.99797	0.61132	0.48267	0.07392	4.89507	0.26897	0.26897	0.01419	0.01446	0.74329	0.22762	204.05244	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
3	2.07385	101.14318	2.49163	0.00000	1.45497	3.91465	5.42525	1.95847	0.22116	0.33715	0.05881	4.89507	0.34599	0.34599	0.00864	0.01860	0.44920	0.01170	214.05531	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
4	0.66320	5.30741	0.17157	0.00000	2.68622	1.88657	4.78697	1.62848	0.35381	0.18668	0.00822	1.45114	0.04849	0.04849	0.00260	0.00261	22.86542	0.28985	545.67972	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
4	4.90835	287.56161	15.78324	0.00000	2.68622	1.92187	4.69966	0.18784	0.75243	0.11394	0.01089	1.45114	0.69437	0.69437	0.03365	0.03734	0.11153	0.56519	113.45491	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
5	1.40869	14.75207	1.86368	0.00000	1.36741	4.57038	5.84706	2.01205	0.23527	0.30046	0.01326	1.93867	0.09587	0.09587	0.00104	0.00515	5.85084	0.00089	404.79506	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
5	1.13191	105.01254	0.84736	0.00000	1.36741	1.30319	4.28619	2.68270	0.71698	0.43626	0.03783	1.93867	0.35476	0.35476	0.01496	0.01908	0.42727	0.07168	164.12810	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
7	2.43489	2.17569	5.71221	0.00000	0.83469	0.37501	3.35063	2.69584	0.55320	0.24094	0.07365	1.83945	0.02676	0.02676	0.00142	0.00144	75.08597	0.41003	669.84078	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
7	1.16558	41.22765	1.30989	0.00000	0.83469	3.02413	2.92036	1.85999	0.34194	0.35324	0.01517	1.83945	0.19021	0.19021	0.00689	0.01023	1.48629	0.77985	276.78783	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
7	0.87907	300.73218	0.55964	0.00000	0.83469	5.44245	3.75731	4.30267	0.27489	0.59552	0.04924	1.83945	0.71541	0.71541	0.02648	0.03847	0.10506	0.04380	146.22348	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
8	0.82430	9.58695	0.32636	0.00000	1.70863	2.25320	4.40873	4.30141	0.18045	0.43437	0.03934	139.25692	0.07193	0.07193	0.00294	0.00387	10.39398	0.06353	475.49163	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
8	0.68565	15.00192	0.19838	0.00000	1.70863	5.12911	4.17577	4.07105	0.06858	0.19145	0.09395	139.25692	0.09695	0.09695	0.00210	0.00521	5.72128	0.00746	422.87690	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
8	1.96727	38.11346	5.48009	0.00000	1.70863	4.05183	2.36026	4.27746	0.38921	0.42902	0.04010	139.25692	0.18050	0.18050	0.00911	0.00971	1.65038	0.16539	278.88373	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
9	3.75386	64.45303	8.64896	0.00000	1.33307	5.79941	0.32981	5.35304	0.61144	0.51062	0.03138	10.61254	0.25621	0.25621	0.01151	0.01378	0.81915	0.64213	209.05422	92	0.53500	0.54000	3800.00000	18.59756	M	283.72351	10.97787	43.11014	4.22411	
